,Player,age,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Goals,Assists,SpG,KeyP,Drb.1,Fouled,Off,Disp,UnsTch,Assists.1,KeyP.1,AvgP,PS%,Crosses,LongB,ThrB
0,Aaron Anthony Connolly,21.0,Forward,Brighton & Hove Albion,790.0,397.0,393.0,Republic of Ireland,17.0,8.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,17.0,10.0,7.0,0.0,0.0,0.34,0.11,0.23,0.23,0.23,395.0,1.94,46.0,46.0,0.0,790.0,0.0,74.0,126.0,-1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Aaron Cresswell,31.0,Defender,West Ham United,3172.0,1552.0,1620.0,England,36.0,18.0,18.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,11.0,6.0,5.0,40.0,19.0,21.0,3.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,1.13,79.0,88.0,1057.0,397.0,0.09,317.0,32.0,58.0,22.0,0.9,0.9,0.4,0.1,2.0,0.4,0.4,0.0,0.0,8.0,0.5,1.6,0.1,0.5,0.0,0.3,0.4,8.0,1.6,45.9,78.9,1.6,3.3,0.0
2,Aaron Hickey,0.0,Midfielder,Bologna,763.0,364.0,399.0,Scotland,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,7.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,51.0,69.0,153.0,0.0,0.59,329.0,294.0,-1.0,26.0,1.1,1.4,1.0,,1.1,0.6,0.1,0.0,0.0,0.0,0.2,0.2,,1.3,0.0,0.7,1.5,0.0,0.2,29.1,88.4,0.2,1.4,0.0
3,Aaron Kamardin,19.0,Defender,Olympique Marseille,0.0,0.0,0.0,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Aaron Leya Iseka,23.0,Forward,Metz,1010.0,609.0,401.0,Belgium,21.0,12.0,9.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,4.0,15.0,10.0,5.0,4.0,0.0,0.36,0.0,0.36,0.15,0.67,253.0,1.34,67.0,48.0,253.0,0.0,0.36,44.0,267.0,-1.0,3.0,0.3,0.0,1.2,,0.3,0.5,0.1,0.0,4.0,0.0,1.0,0.6,,0.6,0.1,0.9,1.7,0.0,0.6,9.0,75.0,0.0,0.2,0.0
5,Aaron Ramsdale,23.0,Goalkeeper,Sheffield United,3420.0,1710.0,1710.0,England,38.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,61.0,26.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,56.0,90.0,3420.0,0.0,0.03,394.0,403.0,131.0,16.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,26.8,43.4,0.0,7.4,0.0
6,Aaron Ramsey,30.0,Midfielder,Juventus,1093.0,572.0,521.0,Wales,22.0,12.0,10.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,6.0,4.0,2.0,11.0,4.0,7.0,2.0,0.0,0.49,0.33,0.16,0.16,0.17,547.0,0.91,99.0,50.0,547.0,273.0,0.16,131.0,17.0,-1.0,9.0,1.0,0.3,0.9,,0.3,0.5,0.1,0.0,2.0,4.0,1.1,1.4,,0.8,0.1,0.4,1.4,4.0,1.4,31.8,87.1,0.5,1.5,0.0
7,Aaron Wan-Bissaka,23.0,Midfielder,Manchester United,3060.0,1530.0,1530.0,England,34.0,17.0,17.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,13.0,6.0,7.0,33.0,21.0,12.0,3.0,0.0,0.18,0.12,0.06,0.06,0.06,1530.0,0.97,93.0,90.0,1020.0,765.0,0.09,201.0,110.0,-1.0,10.0,2.6,1.8,0.9,0.2,1.8,0.4,0.5,0.0,2.0,4.0,0.2,0.9,1.0,0.4,0.0,0.6,1.0,4.0,0.9,53.1,84.9,0.4,0.8,0.0
8,Aarón Escandell Banacloche,25.0,Goalkeeper,Granada CF,450.0,180.0,270.0,Spain,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,56.0,90.0,450.0,0.0,0.2,287.0,378.0,166.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Aarón Martín,24.0,Defender,Celta de Vigo,1539.0,668.0,871.0,Spain,19.0,9.0,10.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,5.0,3.0,2.0,24.0,11.0,13.0,1.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,1.4,64.0,81.0,1539.0,513.0,0.06,326.0,77.0,136.0,14.0,1.8,0.7,1.3,,1.8,0.9,0.2,0.0,0.0,3.0,0.3,0.3,,0.8,0.2,0.4,0.7,3.0,0.3,35.4,82.3,0.2,1.1,0.0
10,Aarón Martín,24.0,Defender,Mainz 05,261.0,94.0,167.0,Spain,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,131.0,52.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,20.0,0.6,0.4,0.8,,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.6,,0.0,0.0,0.4,0.6,0.0,0.6,22.6,73.5,0.8,1.4,0.0
11,Abdallah Basit,21.0,Midfielder,Benevento,0.0,0.0,0.0,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Abdallahi Mohamed Mahmoud,21.0,Defender,Deportivo Alavés,66.0,0.0,66.0,Mauritania,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,66.0,33.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,23.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Abdelkabir Abqar,22.0,Defender,Deportivo Alavés,0.0,0.0,0.0,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Abdou Diallo,25.0,Defender,PSG,1488.0,716.0,772.0,France,22.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,5.0,7.0,10.0,4.0,6.0,4.0,2.0,0.06,0.06,0.0,0.0,0.0,0.0,0.6,149.0,68.0,298.0,1488.0,0.3,308.0,194.0,8.0,24.0,0.7,1.1,0.8,,1.5,0.8,0.4,0.0,0.0,1.0,0.2,0.0,,0.4,0.0,0.0,0.7,1.0,0.0,51.3,93.1,0.2,2.1,0.0
15,Abdoul Hate Bane,20.0,Defender,Parma,0.0,0.0,0.0,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Abdoulay Diaby,30.0,Forward,Getafe CF,17.0,0.0,17.0,Mali,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Abdoulaye Bakayoko,0.0,Defender,Saint-Étienne,0.0,0.0,0.0,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Abdoulaye Bamba,31.0,Defender,Angers SCO,1350.0,643.0,707.0,Côte d'Ivoire,16.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,22.0,9.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,61.0,84.0,675.0,0.0,0.13,366.0,361.0,115.0,30.0,1.7,1.2,0.9,,1.6,0.3,0.1,0.0,0.0,0.0,0.1,0.5,,0.4,0.0,0.2,0.8,0.0,0.5,40.5,79.2,0.4,1.6,0.1
19,Abdoulaye Doucouré,28.0,Midfielder,Everton,2452.0,1211.0,1241.0,France,29.0,14.0,15.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,9.0,3.0,6.0,33.0,17.0,16.0,6.0,0.0,0.18,0.11,0.07,0.0,0.15,1226.0,1.21,74.0,85.0,409.0,817.0,0.22,184.0,130.0,-1.0,7.0,1.8,1.3,0.8,0.1,0.9,1.0,0.2,0.0,2.0,3.0,0.6,0.7,0.7,0.4,0.0,0.9,1.2,3.0,0.7,46.2,85.1,0.0,1.3,0.1
20,Abdoulaye Ousame,21.0,Defender,Strasbourg,0.0,0.0,0.0,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Abdoulaye Sidibe,19.0,Forward,Saint-Étienne,10.0,0.0,10.0,Mali,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10.0,10.0,0.0,9.0,-1.0,-1.0,-1.0,26.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Abdoulaye Sylla,0.0,Defender,Nantes,6.0,6.0,0.0,France,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,3.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,25.0,1.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
23,Abdoulaye Touré,27.0,Midfielder,Nantes,1681.0,881.0,800.0,France,29.0,15.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,28.0,15.0,13.0,2.0,0.0,0.21,0.11,0.11,0.1,0.11,841.0,1.5,60.0,58.0,841.0,841.0,0.11,155.0,127.0,-1.0,8.0,1.0,0.8,0.7,,0.6,0.7,0.1,0.0,2.0,2.0,0.9,0.5,,1.0,0.0,0.6,1.0,2.0,0.5,32.3,85.1,0.1,1.2,0.1
24,Abdul Majeed Waris,29.0,Forward,Strasbourg,546.0,155.0,391.0,Ghana,15.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,9.0,1.0,8.0,0.0,0.0,0.16,0.0,0.16,0.58,0.0,546.0,1.48,61.0,36.0,0.0,0.0,0.0,128.0,419.0,-1.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Aboubakar Kamara,26.0,Forward,Dijon,560.0,243.0,317.0,France,10.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,3.0,6.0,2.0,1.0,0.16,0.0,0.16,0.0,0.28,560.0,1.45,62.0,56.0,187.0,0.0,0.48,129.0,277.0,-1.0,11.0,0.3,0.0,1.4,,0.2,0.8,0.0,0.0,1.0,0.0,1.1,0.7,,1.7,0.1,1.6,1.8,0.0,0.7,13.3,73.7,0.5,0.4,0.0
26,Aboubakar Kamara,26.0,Forward,Fulham,312.0,208.0,104.0,France,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,35.0,28.0,104.0,0.0,0.87,343.0,334.0,-1.0,22.0,0.2,0.1,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.5,0.4,0.3,0.0,0.7,1.2,0.0,0.5,10.2,75.9,0.1,0.4,0.0
27,Achraf Hakimi Mouh,22.0,Defender,Inter Milan,2671.0,1261.0,1410.0,Morocco,37.0,18.0,19.0,7.0,4.0,3.0,8.0,5.0,3.0,0.0,0.0,13.0,6.0,7.0,26.0,12.0,14.0,6.0,0.0,0.51,0.27,0.24,0.29,0.19,382.0,0.88,103.0,72.0,445.0,334.0,0.2,94.0,35.0,15.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Adam David Lallana,33.0,Midfielder,Brighton & Hove Albion,1588.0,784.0,804.0,England,30.0,15.0,15.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,5.0,4.0,17.0,7.0,10.0,0.0,0.0,0.11,0.06,0.06,0.11,0.0,1588.0,0.96,93.0,53.0,0.0,1588.0,0.0,202.0,183.0,-1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Adam Marušić,28.0,Defender,Lazio,2968.0,1471.0,1497.0,Montenegro,36.0,18.0,18.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,11.0,6.0,5.0,45.0,20.0,25.0,3.0,0.0,0.15,0.09,0.06,0.0,0.12,1484.0,1.36,66.0,82.0,989.0,989.0,0.09,236.0,180.0,82.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Adam Oudjani,19.0,Midfielder,Lens,0.0,0.0,0.0,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Adam Ounas,24.0,Midfielder,Crotone,1516.0,780.0,736.0,Algeria,22.0,10.0,12.0,4.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,32.0,11.0,21.0,1.0,0.0,0.42,0.18,0.24,0.35,0.12,379.0,1.9,47.0,69.0,1516.0,505.0,0.06,89.0,88.0,-1.0,3.0,0.6,0.2,0.7,,0.1,3.8,0.1,0.0,4.0,3.0,1.7,1.4,,2.1,0.6,1.5,2.5,3.0,1.4,30.2,83.0,0.5,2.3,0.2
32,Adam Ounas,24.0,Midfielder,Crotone,1516.0,780.0,736.0,Algeria,22.0,10.0,12.0,4.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,32.0,11.0,21.0,1.0,0.0,0.42,0.18,0.24,0.35,0.12,379.0,1.9,47.0,69.0,1516.0,505.0,0.06,89.0,88.0,-1.0,3.0,0.4,0.4,0.4,,0.0,2.7,0.0,0.0,0.0,0.0,0.9,1.0,,1.3,0.1,1.4,1.6,0.0,1.0,15.9,72.1,0.4,1.0,0.0
33,Adam Webster,26.0,Defender,Brighton & Hove Albion,2595.0,1260.0,1335.0,England,29.0,14.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,33.0,17.0,16.0,4.0,0.0,0.03,0.0,0.03,0.07,0.0,2595.0,1.14,79.0,89.0,649.0,0.0,0.14,263.0,389.0,61.0,11.0,1.0,1.6,0.8,0.3,2.9,0.4,0.6,0.0,1.0,0.0,0.9,0.2,0.6,0.5,0.0,0.2,0.9,0.0,0.2,63.4,80.9,0.0,3.4,0.0
34,Adama Traore,26.0,Forward,Metz,0.0,0.0,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Adama Traoré Diarra,25.0,Midfielder,Wolverhampton Wanderers,2643.0,1209.0,1434.0,Spain,37.0,18.0,19.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,5.0,5.0,36.0,18.0,18.0,4.0,0.0,0.14,0.07,0.07,0.07,0.06,1322.0,1.23,73.0,71.0,661.0,1322.0,0.14,179.0,169.0,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Ademipo Odubeko,18.0,Midfielder,West Ham United,0.0,0.0,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Ademola Lookman,23.0,Forward,Fulham,2756.0,1412.0,1344.0,England,34.0,16.0,18.0,4.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,9.0,5.0,4.0,32.0,20.0,12.0,5.0,0.0,0.26,0.13,0.13,0.13,0.13,689.0,1.04,86.0,81.0,551.0,689.0,0.16,127.0,105.0,-1.0,2.0,1.0,0.6,1.4,0.0,0.2,0.9,0.0,0.0,4.0,4.0,2.0,1.8,2.4,1.7,0.4,2.1,3.1,4.0,1.8,30.9,80.9,0.9,0.6,0.1
38,Ademola Lookman,23.0,Forward,RB Leipzig,0.0,0.0,0.0,England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Adil Aouchiche,19.0,Midfielder,Saint-Étienne,1739.0,866.0,873.0,France,34.0,16.0,18.0,2.0,1.0,1.0,5.0,3.0,2.0,0.0,0.0,10.0,4.0,6.0,24.0,12.0,12.0,2.0,0.0,0.36,0.26,0.1,0.1,0.1,870.0,1.24,72.0,51.0,870.0,348.0,0.1,165.0,34.0,-1.0,9.0,1.1,0.3,0.6,,0.2,1.0,0.0,0.0,2.0,5.0,0.8,1.7,,0.9,0.0,0.8,1.8,5.0,1.7,20.0,76.7,1.4,1.2,0.1
40,Adil Ben Achour,19.0,Forward,Montpellier,0.0,0.0,0.0,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Adilson Malanda,19.0,Defender,Nîmes,18.0,18.0,0.0,France,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,18.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Admir Mehmedi,30.0,Forward,Wolfsburg,819.0,419.0,400.0,Switzerland,18.0,9.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,5.0,2.0,5.0,4.0,1.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.55,164.0,46.0,0.0,410.0,0.0,390.0,57.0,-1.0,22.0,0.9,0.3,1.1,,0.1,0.4,0.0,0.0,0.0,2.0,0.4,1.0,,0.8,0.6,1.0,1.3,2.0,1.0,23.0,80.4,0.2,0.8,0.1
43,Adnan Januzaj,26.0,Midfielder,Real Sociedad,1011.0,572.0,439.0,Belgium,27.0,14.0,13.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,0.0,11.0,5.0,6.0,9.0,5.0,4.0,2.0,0.0,0.8,0.45,0.36,0.31,0.41,253.0,0.8,112.0,37.0,506.0,202.0,0.18,33.0,3.0,-1.0,4.0,0.3,0.1,0.3,,0.1,1.7,0.1,0.0,4.0,5.0,1.2,0.9,,1.3,0.1,0.8,1.3,5.0,0.9,17.6,76.3,0.8,0.9,0.0
44,Adolfo Julián Gaich,22.0,Forward,Benevento,771.0,345.0,426.0,Argentina,15.0,7.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,9.0,8.0,1.0,0.0,0.23,0.0,0.23,0.0,0.42,386.0,1.98,45.0,51.0,771.0,0.0,0.12,101.0,293.0,-1.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Adrian Bernabe Garcia,20.0,Midfielder,Manchester City,0.0,0.0,0.0,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Adrian Fein,22.0,Midfielder,Bayern München,0.0,0.0,0.0,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Adrian Grbic,24.0,Midfielder,Lorient,945.0,428.0,517.0,Austria,33.0,16.0,17.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,18.0,8.0,10.0,2.0,0.0,0.38,0.0,0.38,0.42,0.35,236.0,1.71,53.0,29.0,473.0,0.0,0.19,40.0,410.0,-1.0,4.0,0.2,0.2,0.7,,0.2,0.1,0.0,0.0,4.0,0.0,1.0,0.1,,0.5,0.0,0.3,0.8,0.0,0.1,6.2,61.5,0.0,0.0,0.0
